sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|9|HUITZILAC|420|1|C|0|2|14|177|253|Ilegible|50|12|11|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|-|-|-|-|-|Ilegible|15|88|413| |1| |efac5a46ffc9f636c2734500820dd8b99ae919b88fa7001d119bc1f85a0a0872|2015-06-08 04:43:00.000|2015-06-08 13:48:01.191|2015-06-08 13:48:01.348|
17|MORELOS|9|HUITZILAC|421|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |539| | | | | | | |
17|MORELOS|9|HUITZILAC|422|1|B|0|2|14|303|403|410|41|23|36|72|41|5|49|35|62|4|6|-|-|-|-|-|-|Sin dato|36|410|693| |1| |6a8be34be33903f45d9e0afa20418728c534c0ee9729b4be51cdcac74ac5c5b6|2015-06-08 05:16:00.000|2015-06-08 06:40:02.264|2015-06-08 06:40:07.327|
17|MORELOS|10|JANTETELCO|423|1|B|0|2|14|207|466|470|9|4|4|0|14|14|3|13|99|180|118|-|-|-|-|-|-|0|12|470|656| |1| |f82dc9c83f47006e4e851be63eff998f5c3fcef16eef5b08782639eedc284699|2015-06-08 05:47:00.000|2015-06-08 06:27:59.936|2015-06-08 06:28:11.413|
17|MORELOS|10|JANTETELCO|423|1|C|0|2|14|214|461|462|6|3|1|0|17|21|0|17|84|195|107|-|-|-|-|-|-|0|11|462|655| |1| |f43e977db1b7d96946e4d2dd28250f48437111deece9ce1c8bff4357522d880e|2015-06-08 06:00:00.000|2015-06-08 06:22:04.710|2015-06-08 06:33:49.415|
17|MORELOS|10|JANTETELCO|424|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |548| | | | | | | |
17|MORELOS|10|JANTETELCO|424|1|C|0|2|14|Sin dato|Sin dato|Sin dato|0|4|0|0|5|27|4|9|53|151|111|-|-|-|-|-|-|0|0|364|548| |1| |57a364680281aedcab9a24829fbbf429881d4831337d1490287e74be6ad1e37a|2015-06-08 05:51:00.000|2015-06-08 06:29:24.072|2015-06-08 06:29:26.804|
17|MORELOS|10|JANTETELCO|425|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |570| | | | | | | |
17|MORELOS|10|JANTETELCO|425|1|C|0|2|14|164|415|417|1|3|0|0|6|10|1|20|57|206|119|-|-|-|-|-|-|0|3|426|569| |1| |3860559acdd61c770f6221e214343463030f2e9688beefe1e36e05ff8bf04cad|2015-06-08 05:33:00.000|2015-06-08 05:56:08.672|2015-06-08 05:56:11.939|
17|MORELOS|10|JANTETELCO|426|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |663| | | | | | | |
17|MORELOS|10|JANTETELCO|426|1|C|0|2|14|230|444|453|2|1|9|3|86|170|1|19|23|32|98|-|-|-|-|-|-|0|9|453|662| |1| |bd6b10e71da0262f6236760f095d9dfce9075ed880d97c0265879beac0e06603|2015-06-08 06:25:00.000|2015-06-08 06:59:14.737|2015-06-08 06:59:18.047|
17|MORELOS|10|JANTETELCO|426|2|C|0|2|14|204|479|479|4|1|5|1|89|172|4|27|41|21|107|-|-|-|-|-|-|0|7|479|662| |1| |98c7748b1b4e2946c43de10d683ff7c94543ec35672d219a6e59a662ce94a843|2015-06-08 06:13:00.000|2015-06-08 06:48:21.735|2015-06-08 06:48:27.648|
17|MORELOS|10|JANTETELCO|427|1|B|0|2|14|190|498|506|3|0|2|0|104|212|17|37|22|22|70|-|-|-|-|-|-|0|17|506|675| |1| |67508ef993d39cba0008587f09370c0ec135c2c9fe9642f231c7555332fc9fb6|2015-06-08 05:11:00.000|2015-06-08 05:43:19.452|2015-06-08 05:43:23.620|
17|MORELOS|10|JANTETELCO|427|1|C|0|2|14|191|497|504|2|0|5|1|105|163|12|41|31|27|103|-|-|-|-|-|-|0|14|504|674| |1| |4e83e1546125f372dc96fc68198e3ef591a1120334fc41b67559ef8c706989ce|2015-06-08 04:37:00.000|2015-06-08 05:29:20.960|2015-06-08 05:29:26.677|
17|MORELOS|10|JANTETELCO|428|1|B|0|2|14|244|468|482|1|0|2|1|77|166|13|37|43|36|93|-|-|-|-|-|-|0|13|482|705| |1| |63bcd6cfae102880d93cfb483e3daf7ade3cce01706033c42b1c64f348072f96|2015-06-08 06:33:00.000|2015-06-08 07:02:07.453|2015-06-08 07:02:13.975|
17|MORELOS|10|JANTETELCO|428|1|C|0|2|14|256|461|469|3|2|5|1|34|163|6|34|30|28|102|-|-|-|-|-|-|0|11|419|704| |1| |31711f670631eba170469ad4de33ceb9e02d7d725572adebe2067193c5c7f88b|2015-06-08 06:32:00.000|2015-06-08 07:00:39.275|2015-06-08 07:00:44.456|
17|MORELOS|10|JANTETELCO|429|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |620| | | | | | | |
17|MORELOS|10|JANTETELCO|429|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |619| | | | | | | |
17|MORELOS|10|JANTETELCO|429|2|C|0|2|14|172|466|468|1|2|1|4|5|30|3|189|55|95|78|-|-|-|-|-|-|Sin dato|5|468|619| |1| |d0ced7cb48a45f1fe1924d50bae0708c40b8aef54b3144ba7215dcd08f7839a0|2015-06-08 02:40:00.000|2015-06-08 03:08:54.544|2015-06-08 03:09:05.760|
17|MORELOS|10|JANTETELCO|430|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |542| | | | | | | |
17|MORELOS|10|JANTETELCO|430|1|C|0|2|14|143|420|420|4|0|3|0|25|60|3|27|172|43|70|-|-|-|-|-|-|0|13|420|542| |1| |9054d628bef2f349ba294f61a6464f0e9541c87a35a8751f4160a000a208f67b|2015-06-08 04:35:00.000|2015-06-08 05:18:05.875|2015-06-08 05:29:50.698|
17|MORELOS|10|JANTETELCO|430|2|C|0|2|14|147|408|414|2|2|4|3|23|72|5|19|167|49|56|-|-|-|-|-|-|0|12|414|541| |1| |32d271bec98ee83fe97909f8e369bf0bf0f74d46f1c7e280d80981a4ef50de39|2015-06-08 04:16:00.000|2015-06-08 04:51:53.476|2015-06-08 04:51:54.921|
17|MORELOS|11|JIUTEPEC|431|1|B|0|1|14|307|218|225|18|35|36|0|19|34|7|11|27|7|24|0|0|0|0|-|-|0|7|225|511| |1| | |2015-06-08 14:17:00.000|2015-06-08 14:18:15.466|2015-06-08 14:18:16.520|
17|MORELOS|11|JIUTEPEC|431|1|C|0|1|14|330|201|Sin dato|14|27|38|2|14|30|3|Ilegible|Ilegible|Ilegible|Ilegible|3|Sin dato|Sin dato|Sin dato|-|-|Ilegible|5|136|511| |1| |73323bddc6dcef4a623d23ec0918c3dbed24c327e54d18adceb5334aed691956|2015-06-07 22:34:00.000|2015-06-07 22:51:28.878|2015-06-07 22:51:34.161|
17|MORELOS|11|JIUTEPEC|431|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |510| | | | | | | |
17|MORELOS|11|JIUTEPEC|432|1|B|0|1|14|419|316|326|25|63|55|4|28|22|5|13|32|26|17|4|Ilegible|Ilegible|2|-|-|1|17|314|724| |1| |67cf85742f18a0991900a2be7eb72fcb855a07316e78c31c58c4fe9f33c96723|2015-06-08 02:50:00.000|2015-06-08 03:23:08.758|2015-06-08 03:23:11.557|
17|MORELOS|11|JIUTEPEC|432|1|C|0|1|14|426|313|318|26|60|46|3|22|34|11|11|36|17|32|1|0|0|1|-|-|0|18|318|724| |1| |e8d0bfa46ab73e85d04570dc56badf59a777d04ee4cb9c5f1710469cc1fa275f|2015-06-08 02:54:00.000|2015-06-08 03:26:12.496|2015-06-08 03:26:15.789|
17|MORELOS|11|JIUTEPEC|433|1|B|0|1|14|412|305|305|10|39|69|6|15|56|3|27|30|8|19|1|0|0|0|-|-|2|20|305|696| |1| | |2015-06-08 14:20:00.000|2015-06-08 14:20:39.477|2015-06-08 14:20:42.233|
17|MORELOS|11|JIUTEPEC|433|1|C|0|1|14|403|299|Ilegible|15|33|90|3|14|58|5|8|38|16|23|1|0|0|0|-|-|0|10|314|696| |1| |6b4903e717b4ec231e82dc9f1c270ca1f916d9b4eb52ecb11ad675babb6cc875|2015-06-07 23:54:00.000|2015-06-08 00:21:14.206|2015-06-08 00:21:17.027|
17|MORELOS|11|JIUTEPEC|433|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |696| | | | | | | |
17|MORELOS|11|JIUTEPEC|434|1|B|0|1|14|396|346|348|18|56|90|8|13|45|0|14|35|26|24|0|0|0|0|-|-|0|19|348|744| |1| |be8c7b0e4957f04d1f6c2d019cfe6ebac3f947acdc35700281be5f20a4690dca|2015-06-08 01:17:00.000|2015-06-08 01:37:36.484|2015-06-08 01:37:40.923|
17|MORELOS|11|JIUTEPEC|434|1|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|11|JIUTEPEC|434|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|11|JIUTEPEC|435|1|B|0|1|14|410|287|294|9|39|62|6|16|60|4|4|35|26|18|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|15|294|683| |1| |dd8d2f3699829dcdc170f552244f31e5f7dbb7d0251680e2ffe78ac580cc3e03|2015-06-08 01:25:00.000|2015-06-08 01:49:27.026|2015-06-08 01:49:36.054|
17|MORELOS|11|JIUTEPEC|435|1|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |682| | | | | | | |
17|MORELOS|11|JIUTEPEC|435|2|C|0|1|14|Sin dato|287|Sin dato|14|40|61|6|13|57|7|8|31|21|18|Sin dato|Sin dato|Sin dato|Sin dato|-|-|0|15|291|682| |1| | |2020-06-08 14:21:00.000|2015-06-08 14:22:26.097|2015-06-08 14:22:26.844|
17|MORELOS|11|JIUTEPEC|436|1|B|0|1|14|379|252|252|31|23|51|2|15|30|3|18|40|11|15|0|0|0|0|-|-|1|12|252|610| |1| |999acf1751044aba946572865c662a88de00866ef84813e2c37d4e7b6e404299|2015-06-07 23:16:00.000|2015-06-07 23:37:28.599|2015-06-07 23:37:31.169|
17|MORELOS|11|JIUTEPEC|436|1|C|0|1|14|390|241|241|14|40|47|4|15|34|3|12|33|13|13|55|43|18|58|-|-|0|13|415|610| |1| |4b71e6a901e527e7248cc3470e328d76f615ec1faa8354f9b5fee8fd7a19efef|2015-06-07 22:19:00.000|2015-06-07 22:32:22.694|2015-06-07 22:32:26.902|
17|MORELOS|11|JIUTEPEC|436|2|C|0|1|14|349|283|282|28|24|71|2|12|39|9|18|41|11|12|0|0|0|0|-|-|1|15|283|610| |1| | |2015-06-08 14:22:00.000|2015-06-08 14:24:30.516|2015-06-08 14:24:31.430|
17|MORELOS|11|JIUTEPEC|436|3|C|0|1|14|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|-|Ilegible|Ilegible|0|610| |1| |e5654e2808c1181b12675c7ee008788cb2f1b21e389bf7efb133a05bce7e75ef|2015-06-08 00:45:00.000|2015-06-08 00:56:14.301|2015-06-08 00:56:21.214|
17|MORELOS|11|JIUTEPEC|436|4|C|0|1|14|354|271|278|15|30|48|8|17|51|4|20|32|16|18|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|19|278|609| |1| |5d007a61bf0e17750d6129dfe42c16f776a23011e8f3cd05b2c437dde9a31bb2|2015-06-07 23:04:00.000|2015-06-07 23:23:42.786|2015-06-07 23:23:49.993|
17|MORELOS|11|JIUTEPEC|437|1|B|0|1|14|410|274|274|22|34|59|2|20|30|6|18|42|12|18|0|0|0|0|-|-|0|11|274|663| |1| |7dce0da1215e9333e1a805399b4617dc096edff8fe811aabf55fdef3fd31ffce|2015-06-07 22:31:00.000|2015-06-07 22:46:23.281|2015-06-07 22:46:28.971|
17|MORELOS|11|JIUTEPEC|437|1|C|0|1|14|411|270|274|17|27|63|2|16|31|8|14|42|19|22|0|0|0|0|-|-|0|13|274|663| |1| |91793fa45a1e8d1e233032460ab36c797450d4a878c001c2b293519d9a5a0340|2015-06-07 22:45:00.000|2015-06-07 23:12:54.830|2015-06-07 23:13:00.143|
17|MORELOS|11|JIUTEPEC|437|2|C|0|1|14|408|268|274|21|47|52|1|11|30|10|13|44|10|21|0|0|0|0|-|-|0|14|274|662| |1| | |2015-06-08 14:18:00.000|2015-06-08 14:19:30.857|2015-06-08 14:19:31.616|
17|MORELOS|11|JIUTEPEC|437|3|C|0|1|14|413|265|Sin dato|Sin dato|9|Sin dato|59|24|6|21|34|21|43|9|9|2|Sin dato|Sin dato|-|-|20|0|257|662| |1| |5c8f6327290df3f7ebde43c46c95bb101da5211d4204ecda86c1fb7823c4de7b|2015-06-07 23:36:00.000|2015-06-08 00:10:46.515|2015-06-08 00:10:50.163|
17|MORELOS|11|JIUTEPEC|438|1|B|0|1|14|326|260|266|22|33|60|2|20|47|3|6|35|10|17|0|0|0|0|-|-|0|11|266|571| |1| |a5da65a9b13c2f4b74fbbb67f911dd5c93b8243f4bc0d8a7ac670793cbe6c21f|2015-06-07 22:38:00.000|2015-06-07 22:56:45.634|2015-06-07 22:56:51.881|
17|MORELOS|11|JIUTEPEC|438|1|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |571| | | | | | | |
17|MORELOS|11|JIUTEPEC|438|2|C|0|1|14|315|571|577|19|27|44|3|21|77|6|8|32|12|15|0|0|0|0|-|-|0|12|276|571| |1| | |2015-06-08 14:28:00.000|2015-06-08 14:29:17.523|2015-06-08 14:29:20.425|
17|MORELOS|11|JIUTEPEC|438|3|C|0|1|14|311|274|280|15|32|68|4|13|65|3|13|30|14|11|0|0|0|0|-|-|0|12|280|570| |1| |846e96f30725194fdb396a7196a7be56b8e0bfc9bafe4c00af349dfcbd9521d7|2015-06-08 03:30:00.000|2015-06-08 04:01:26.852|2015-06-08 04:01:33.622|
17|MORELOS|11|JIUTEPEC|439|1|B|0|1|14|362|300|300|15|22|55|2|21|48|9|17|45|25|23|0|0|0|1|-|-|0|17|300|642| |1| |610b0370ec2780a5504dedd15366743d07a2acf2b3692559f1dc9797bffab904|2015-06-07 22:54:00.000|2015-06-07 23:14:31.771|2015-06-07 23:14:34.950|
17|MORELOS|11|JIUTEPEC|439|1|C|0|1|14|369|288|Sin dato|20|37|59|6|10|42|6|9|49|24|10|3|0|0|1|-|-|2|16|294|641| |1| |f79c7fee1974ecc0f2d3d00695c726fa2fd24b03e3adf71570afcc6a96d5a135|2015-06-08 00:41:00.000|2015-06-08 00:55:47.067|2015-06-08 00:55:50.520|
17|MORELOS|11|JIUTEPEC|439|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |641| | | | | | | |
17|MORELOS|11|JIUTEPEC|440|1|B|0|1|14|269|256|256|28|45|37|5|14|22|3|9|21|26|15|1|0|0|0|-|-|0|30|256|505| |1| |9ce58a700c8fa891a4728e8ef880837b5a7df8069a86a6907dad48fd59c6a8ba|2015-06-07 23:51:00.000|2015-06-08 00:20:44.595|2015-06-08 00:20:49.708|
17|MORELOS|11|JIUTEPEC|440|1|C|0|1|14|251|270|275|34|57|57|0|18|19|2|9|28|17|16|0|0|0|0|-|-|0|18|275|504| |1| |d243e7310562c4836ad9c1fa227e731eb3c781e72ca3f719f851833cd52db830|2015-06-07 23:50:00.000|2015-06-08 00:20:06.988|2015-06-08 00:20:12.278|
17|MORELOS|11|JIUTEPEC|441|1|B|0|1|14|295|297|305|40|47|33|3|8|34|4|10|62|16|16|2|Ilegible|Ilegible|Ilegible|-|-|2|28|305|579| |1| | |2015-06-08 14:31:00.000|2015-06-08 14:32:46.047|2015-06-08 14:32:46.943|
17|MORELOS|11|JIUTEPEC|441|1|C|0|1|14|295|295|304|43|64|17|0|19|37|7|6|57|23|16|1|0|0|0|-|-|0|14|304|578| |1| |5ebbb621e27d428e863cc698916d9a069257dfa40d0e6fe744301cc1d4fa72ca|2015-06-07 23:36:00.000|2015-06-08 00:03:26.372|2015-06-08 00:03:33.406|
17|MORELOS|11|JIUTEPEC|442|1|B|0|1|14|198|208|211|17|22|53|5|16|25|3|6|19|10|14|1|0|0|0|-|-|0|20|211|388| |1| |847215ab909d6d36b046df985902a39034b3abdb4e76669fa87f643fa2713f57|2015-06-07 23:58:00.000|2015-06-08 00:28:55.274|2015-06-08 00:28:58.865|
17|MORELOS|11|JIUTEPEC|442|1|C|0|1|14|198|207|211|22|25|37|3|17|27|1|6|21|16|22|1|0|1|0|-|-|0|12|211|388| |1| | |2020-06-08 14:33:00.000|2015-06-08 14:34:27.556|2015-06-08 14:34:28.473|
17|MORELOS|11|JIUTEPEC|443|1|B|0|1|14|207|265|268|34|31|57|3|10|20|6|8|24|27|27|1|1|Ilegible|Ilegible|-|-|1|18|268|454| |1| |eba458d9e012eecf0edf31c5f994a5d120f4ec835e13168485e8a8a26857d313|2015-06-07 23:28:00.000|2015-06-07 23:37:58.572|2015-06-07 23:49:43.492|
17|MORELOS|11|JIUTEPEC|443|1|C|0|1|14|222|249|252|38|27|41|3|13|29|2|8|26|13|33|Ilegible|Ilegible|Ilegible|Ilegible|-|-|2|17|252|453| |1| |1df9320e1bf92a71a4466ed46cad3d894c2e28e8413381a125147ed70ba2fead|2015-06-07 23:32:00.000|2015-06-07 23:55:00.578|2015-06-07 23:55:04.503|
17|MORELOS|11|JIUTEPEC|444|1|B|0|1|14|363|384|384|26|52|104|5|16|24|11|10|60|25|27|1|Ilegible|Ilegible|Ilegible|-|-|Ilegible|23|384|726| |1| |8aa8814f90c9379c8404030da2035f44a21b4a9eca64793a1513a6f0f14f6911|2015-06-07 22:03:00.000|2015-06-07 22:03:46.048|2015-06-07 22:15:29.843|
17|MORELOS|11|JIUTEPEC|444|1|C|0|1|14|365|375|381|47|58|84|6|21|29|7|Ilegible|51|19|16|2|0|0|0|-|-|Ilegible|31|371|725| |1| |002517a661522b1ba77d932121a010cfa1e917c4adec2893bf101c4e0db3d5c1|2015-06-07 23:12:00.000|2015-06-07 23:44:10.531|2015-06-07 23:44:14.155|
17|MORELOS|11|JIUTEPEC|445|1|B|0|1|14|373|239|Sin dato|21|20|59|2|10|73|3|4|25|16|8|0|0|0|1|-|-|0|14|256|597| |1| |5e71b19991008f9a24cc0da66e6c355cd21f0e185146b61b6bce21136adb3436|2015-06-08 02:52:00.000|2015-06-08 03:27:54.463|2015-06-08 03:27:57.069|
17|MORELOS|11|JIUTEPEC|445|1|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |597| | | | | | | |
17|MORELOS|11|JIUTEPEC|445|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |597| | | | | | | |
17|MORELOS|11|JIUTEPEC|445|3|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |596| | | | | | | |
17|MORELOS|11|JIUTEPEC|446|1|B|0|1|14|Sin dato|Sin dato|Sin dato|12|23|58|7|16|17|3|8|24|18|24|1|Sin dato|Sin dato|Sin dato|-|-|1|17|229|427| |1| |c4b3f7f3f6d0d69392c60ef0a96ffb3aeaa956aed22cecaffe921acd33420d27|2015-06-07 22:35:00.000|2015-06-07 22:50:46.957|2015-06-07 22:50:52.012|
17|MORELOS|11|JIUTEPEC|446|1|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |426| | | | | | | |
17|MORELOS|11|JIUTEPEC|447|1|B|0|1|14|190|205|213|24|27|32|1|9|15|5|6|46|14|15|1|0|0|0|-|-|0|18|213|382| |1| |596d68b58663aa7e4cbd440143ea8f221a8d0ba413945431b110552264801ecf|2015-06-07 22:05:00.000|2015-06-07 22:17:59.166|2015-06-07 22:18:02.487|
17|MORELOS|11|JIUTEPEC|447|1|C|0|1|14|194|200|208|17|39|29|10|15|18|3|5|29|17|7|1|0|0|0|-|-|1|17|208|381| |1| |660553b9cb4241c5959ca57c7a6362c9b91d943cb91fcad268d8379b09355f5a|2015-06-07 23:48:00.000|2015-06-08 00:19:44.096|2015-06-08 00:19:49.258|
17|MORELOS|11|JIUTEPEC|451|1|B|0|1|14|251|328|330|28|55|38|6|21|25|9|8|71|21|33|3|0|0|0|-|-|1|12|331|560| |1| | |2015-06-08 14:40:00.000|2015-06-08 14:42:14.801|2015-06-08 14:42:15.547|
17|MORELOS|11|JIUTEPEC|451|1|C|0|1|14|269|308|310|25|71|46|6|16|22|6|4|61|14|22|1|0|0|1|-|-|Sin dato|15|310|559| |1| |e33f73566a1d45b795b6ace47d615873072e85aa864f383b9a7f0df8f9f785a7|2015-06-08 01:56:00.000|2015-06-08 02:36:08.880|2015-06-08 02:36:14.350|
17|MORELOS|11|JIUTEPEC|452|1|B|0|1|14|247|294|299|27|57|51|5|16|27|4|6|45|21|20|0|0|0|0|-|-|0|20|299|526| |1| |07eb378a2c0fc6d789790397022aa05364c2b07cd5ff60efc464c8cc4bf184ee|2015-06-08 00:00:00.000|2015-06-08 00:32:37.152|2015-06-08 00:32:40.787|
17|MORELOS|11|JIUTEPEC|452|1|C|0|1|14|289|266|274|34|43|39|9|10|24|7|6|56|13|17|Ilegible|Ilegible|Ilegible|Ilegible|-|-|Ilegible|16|274|525| |1| |d68d3019a49ac1b2d87acb1ccbc25a4303c9231ac5ddbd27a71a1345a15572a5|2015-06-08 01:52:00.000|2015-06-08 02:34:25.375|2015-06-08 02:34:28.821|
17|MORELOS|11|JIUTEPEC|453|1|B|0|1|14|455|372|372|13|89|71|55|20|53|4|5|49|21|21|3|0|0|0|-|-|Sin dato|18|422|730| |1| | |2015-06-08 14:43:00.000|2015-06-08 14:44:16.578|2015-06-08 14:44:17.485|
17|MORELOS|11|JIUTEPEC|453|1|C|0|1|14|408|336|342|19|64|47|5|16|45|4|7|55|24|33|1|1|Sin dato|Sin dato|-|-|Sin dato|21|342|729| |1| | |2015-06-08 14:45:00.000|2015-06-08 14:46:11.532|2015-06-08 14:46:12.264|
17|MORELOS|11|JIUTEPEC|453|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |729| | | | | | | |
17|MORELOS|11|JIUTEPEC|453|3|C|0|1|14|402|348|348|24|81|54|2|7|45|4|9|50|25|23|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|24|348|729| |1| | |2015-06-08 14:46:00.000|2015-06-08 14:47:38.097|2015-06-08 14:47:40.990|
17|MORELOS|11|JIUTEPEC|453|4|C|0|1|14|438|312|311|21|78|44|3|15|44|1|1|46|13|24|2|0|0|8|-|-|0|16|316|729| |1| | |2015-06-08 14:48:00.000|2015-06-08 14:49:14.368|2015-06-08 14:49:15.120|
17|MORELOS|11|JIUTEPEC|454|1|B|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |745| | | | | | | |
17|MORELOS|11|JIUTEPEC|454|1|C|0|1|14|461|304|303|15|49|61|4|20|46|4|5|58|7|16|Ilegible|1|Ilegible|Ilegible|-|-|Ilegible|17|303|744| |1| |7c9f4c7757aa3b39465c6968b97e8168e8e0e6eb2bcd9227fca319bc64dcdbf2|2015-06-07 23:14:00.000|2015-06-07 23:36:39.065|2015-06-07 23:36:42.865|
17|MORELOS|11|JIUTEPEC|454|2|C|0|1|14|479|282|288|14|54|64|2|22|35|4|4|61|7|0|0|0|0|0|-|-|0|11|278|744| |1| |d1c5cc38aa1c21f8c4439a5fb587f4e4a04a054d07a0131e0e73ff40232faa25|2015-06-07 23:19:00.000|2015-06-07 23:40:41.777|2015-06-07 23:40:50.844|
17|MORELOS|11|JIUTEPEC|454|3|C|0|1|14|424|327|338|12|60|Ilegible|3|28|44|9|3|61|10|14|1|0|0|0|-|-|0|19|264|744| |1| |973c86925be7c466ac9d9389b74dc88948a4c625741adf23cfb9e24d4cd67421|2015-06-07 23:14:00.000|2015-06-07 23:37:23.259|2015-06-07 23:37:24.756|
17|MORELOS|11|JIUTEPEC|455|1|B|0|1|14|284|273|277|6|48|40|1|22|37|3|3|32|17|32|6|0|0|0|-|-|0|30|277|636| |1| | |2015-06-08 14:51:00.000|2015-06-08 14:51:42.560|2015-06-08 14:51:45.305|
17|MORELOS|11|JIUTEPEC|455|1|C|0|1|14|371|276|282|12|60|45|0|9|28|2|0|42|12|49|2|Ilegible|Ilegible|Ilegible|-|-|0|20|281|636| |1| | |2015-06-08 14:52:00.000|2015-06-08 14:53:01.958|2015-06-08 14:53:06.503|
17|MORELOS|11|JIUTEPEC|455|2|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |636| | | | | | | |
17|MORELOS|11|JIUTEPEC|455|3|C|0|1|14| | | | | | | | | | | | | | | | | | |-|-| | | |636| | | | | | | |
17|MORELOS|11|JIUTEPEC|455|4|C|0|1|14|369|285|287|12|68|43|3|15|41|5|5|32|4|37|2|0|0|0|-|-|1|19|287|635| |1| | |2015-06-08 14:57:00.000|2015-06-08 14:58:22.574|2015-06-08 14:58:23.440|
17|MORELOS|11|JIUTEPEC|455|1|E|0|1|14|353|229|229|22|43|47|Sin dato|18|16|5|2|32|14|27|3|Sin dato|Sin dato|Sin dato|-|-|Sin dato|21|250|583| |1| |24899d14e721b8339d7dd759cc306db42d27edca6040da76be78c194f145684a|2015-06-07 22:10:00.000|2015-06-07 22:24:16.072|2015-06-07 22:24:19.892|
17|MORELOS|11|JIUTEPEC|455|1|E|1|1|14|363|30|241|25|42|36|4|14|39|1|0|26|7|29|0|0|0|1|-|-|0|17|241|583| |1| |7a1fa96c7c57412eac5af27e9a8ca94e0d1c2282915f75680b29b94b922071ab|2015-06-07 22:57:00.000|2015-06-08 00:01:41.777|2015-06-08 00:01:45.009|
17|MORELOS|11|JIUTEPEC|455|1|E|2|1|14|362|231|241|17|50|48|2|14|28|2|4|34|7|21|1|0|0|0|-|-|Ilegible|13|241|582| |1| |abb932dcabfe6446f807a1ee88535849c19acc2eb26048f1df6007219f9ed1ed|2015-06-07 22:33:00.000|2015-06-07 22:48:46.170|2015-06-07 22:48:52.282|
17|MORELOS|11|JIUTEPEC|456|1|B|0|1|14|394|358|358|19|75|79|1|15|37|8|2|52|30|17|4|0|0|1|-|-|Sin dato|18|358|731| |1| |f7074e7b879c046ca3f27b7a3dfa402ce1d5e6ae6a6ca37515683dfa0d56f336|2015-06-07 22:12:00.000|2015-06-07 22:27:03.849|2015-06-07 22:27:12.929|
